-1.0000000000e+00 +1.2836391382e+00 
-9.3746666667e-01 +1.2289393864e+00 
-8.7493333333e-01 +1.1746058586e+00 
-8.1240000000e-01 +1.1206613173e+00 
-7.4986666667e-01 +1.0671302673e+00 
-6.8733333333e-01 +1.0140391177e+00 
-6.2480000000e-01 +9.6141636450e-01 
-5.6226666667e-01 +9.0929279399e-01 
-4.9973333333e-01 +8.5770171336e-01 
-4.3720000000e-01 +8.0667921108e-01 
-3.7466666667e-01 +7.5626445375e-01 
-3.1213333333e-01 +7.0650002612e-01 
-2.4960000000e-01 +6.5743232330e-01 
-1.8706666667e-01 +6.0911200656e-01 
-1.2453333333e-01 +5.6159453791e-01 
-6.2000000000e-02 +5.1494081313e-01 
+5.3333333333e-04 +4.6921792008e-01 
+6.3066666667e-02 +4.2450005897e-01 
+1.2560000000e-01 +3.8086967629e-01 
+1.8813333333e-01 +3.3841888655e-01 
+2.5066666667e-01 +2.9725129192e-01 
+3.1320000000e-01 +2.5748436812e-01 
+3.7573333333e-01 +2.1925268465e-01 
+4.3826666667e-01 +1.8271240653e-01 
+5.0080000000e-01 +1.4804786724e-01 
+5.6333333333e-01 +1.1548171205e-01 
+6.2586666667e-01 +8.5291735750e-02 
+6.8840000000e-01 +5.7841816430e-02 
+7.5093333333e-01 +3.3648127771e-02 
+8.1346666667e-01 +1.3564426589e-02 
+8.7600000000e-01 +9.8093392436e-04 
