-4.2870000000e-01 +1.3378163688e-04 
-4.2762825000e-01 +2.6639651855e-03 
-4.2655650000e-01 +5.1667920977e-03 
-4.2548475000e-01 +7.6432712490e-03 
-4.2441300000e-01 +1.0094349622e-02 
-4.2334125000e-01 +1.2520917520e-02 
-4.2226950000e-01 +1.4923813232e-02 
-4.2119775000e-01 +1.7303827210e-02 
-4.2012600000e-01 +1.9661705827e-02 
-4.1905425000e-01 +2.1998154760e-02 
-4.1798250000e-01 +2.4313842049e-02 
-4.1691075000e-01 +2.6609400866e-02 
-4.1583900000e-01 +2.8885432023e-02 
-4.1476725000e-01 +3.1142506254e-02 
-4.1369550000e-01 +3.3381166299e-02 
-4.1262375000e-01 +3.5601928795e-02 
-4.1155200000e-01 +3.7805286017e-02 
-4.1048025000e-01 +3.9991707464e-02 
-4.0940850000e-01 +4.2161641315e-02 
-4.0833675000e-01 +4.4315515775e-02 
-4.0726500000e-01 +4.6453740304e-02 
-4.0619325000e-01 +4.8576706751e-02 
-4.0512150000e-01 +5.0684790411e-02 
-4.0404975000e-01 +5.2778350990e-02 
-4.0297800000e-01 +5.4857733504e-02 
-4.0190625000e-01 +5.6923269110e-02 
-4.0083450000e-01 +5.8975275884e-02 
-3.9976275000e-01 +6.1014059532e-02 
-3.9869100000e-01 +6.3039914064e-02 
-3.9761925000e-01 +6.5053122412e-02 
-3.9654750000e-01 +6.7053957012e-02 
-3.9547575000e-01 +6.9042680345e-02 
-3.9440400000e-01 +7.1019545444e-02 
-3.9333225000e-01 +7.2984796365e-02 
-3.9226050000e-01 +7.4938668634e-02 
-3.9118875000e-01 +7.6881389657e-02 
-3.9011700000e-01 +7.8813179116e-02 
-3.8904525000e-01 +8.0734249329e-02 
-3.8797350000e-01 +8.2644805599e-02 
-3.8690175000e-01 +8.4545046531e-02 
-3.8583000000e-01 +8.6435164344e-02 
-3.8475825000e-01 +8.8315345152e-02 
-3.8368650000e-01 +9.0185769236e-02 
-3.8261475000e-01 +9.2046611299e-02 
-3.8154300000e-01 +9.3898040709e-02 
-3.8047125000e-01 +9.5740221725e-02 
-3.7939950000e-01 +9.7573313709e-02 
-3.7832775000e-01 +9.9397471337e-02 
-3.7725600000e-01 +1.0121284478e-01 
-3.7618425000e-01 +1.0301957991e-01 
-3.7511250000e-01 +1.0481781845e-01 
-3.7404075000e-01 +1.0660769813e-01 
-3.7296900000e-01 +1.0838935288e-01 
-3.7189725000e-01 +1.1016291296e-01 
-3.7082550000e-01 +1.1192850508e-01 
-3.6975375000e-01 +1.1368625256e-01 
-3.6868200000e-01 +1.1543627547e-01 
-3.6761025000e-01 +1.1717869069e-01 
-3.6653850000e-01 +1.1891361210e-01 
