-1.0000000000e+00 +1.2114846251e+00 
-9.2733333333e-01 +1.1575784937e+00 
-8.5466666667e-01 +1.1042074782e+00 
-7.8200000000e-01 +1.0513950177e+00 
-7.0933333333e-01 +9.9916589751e-01 
-6.3666666667e-01 +9.4754635701e-01 
-5.6400000000e-01 +8.9656421150e-01 
-4.9133333333e-01 +8.4624898866e-01 
-4.1866666667e-01 +7.9663208299e-01 
-3.4600000000e-01 +7.4774693157e-01 
-2.7333333333e-01 +6.9962921513e-01 
-2.0066666667e-01 +6.5231709002e-01 
-1.2800000000e-01 +6.0585145765e-01 
-5.5333333333e-02 +5.6027628039e-01 
+1.7333333333e-02 +5.1563895530e-01 
+9.0000000000e-02 +4.7199076128e-01 
+1.6266666667e-01 +4.2938740035e-01 
+2.3533333333e-01 +3.8788966193e-01 
+3.0800000000e-01 +3.4756425087e-01 
+3.8066666667e-01 +3.0848483790e-01 
+4.5333333333e-01 +2.7073342017e-01 
+5.2600000000e-01 +2.3440212644e-01 
+5.9866666667e-01 +1.9959568187e-01 
+6.7133333333e-01 +1.6643489277e-01 
+7.4400000000e-01 +1.3506178941e-01 
+8.1666666667e-01 +1.0564764231e-01 
+8.8933333333e-01 +7.8406391353e-02 
+9.6200000000e-01 +5.3619510478e-02 
+1.0346666667e+00 +3.1689527093e-02 
+1.1073333333e+00 +1.3289730585e-02 
+1.1800000000e+00 +3.6232931982e-04 
