+0.000000000e+00 +0.000000000e+00 -2.500000000e+00 +0.000000000e+00 -3.010606582e-28 +0.000000000e+00 -2.500000000e+00 +0.000000000e+00 -3.010606582e-28 +0.000000000e+00 
+0.000000000e+00 +5.473814348e-02 -2.500145263e+00 +2.825301406e-29 -2.572871202e-02 +4.045260563e-31 -2.499440312e+00 +2.825301406e-29 +2.851096282e-05 +4.045260563e-31 
+0.000000000e+00 +1.161111927e-01 -2.501811272e+00 -9.293743079e-30 -5.457960232e-02 +1.167039285e-29 -2.498639377e+00 -9.293743079e-30 +5.492519563e-05 +1.167039285e-29 
+0.000000000e+00 +1.845563979e-01 -2.505543497e+00 -3.792808489e-29 -8.675346470e-02 -7.393164174e-30 -2.497530272e+00 -3.792808489e-29 +7.788690429e-05 -7.393164174e-30 
+0.000000000e+00 +2.605178793e-01 -2.511998184e+00 +8.003098114e-30 -1.224453297e-01 -5.512682102e-29 -2.496032851e+00 +8.003098114e-30 +9.542466287e-05 -5.512682102e-29 
+0.000000000e+00 +3.444464211e-01 -2.521955027e+00 +3.428204518e-29 -1.618364810e-01 -1.462711050e-29 -2.494051615e+00 +3.428204518e-29 +1.047490257e-04 -1.462711050e-29 
+0.000000000e+00 +4.367992795e-01 -2.536329072e+00 -5.082782517e-29 -2.050819372e-01 +4.921614416e-28 -2.491473129e+00 -5.082782517e-29 +1.020366840e-04 +4.921614416e-28 
+0.000000000e+00 +5.380400049e-01 -2.556180545e+00 +4.986660067e-28 -2.522916226e-01 +2.562921771e-28 -2.488162858e+00 +4.986660067e-28 +8.224781029e-05 +2.562921771e-28 
+0.000000000e+00 +6.486382751e-01 -2.582720620e+00 +9.893288482e-29 -3.035031656e-01 +1.994917855e-28 -2.483961253e+00 +9.893288482e-29 +3.907168493e-05 +1.994917855e-28 
+0.000000000e+00 +7.690697394e-01 -2.617310256e+00 +3.848136851e-29 -3.586442517e-01 -5.782612778e-29 -2.478678942e+00 +3.848136851e-29 -3.482829942e-05 -5.782612778e-29 
+0.000000000e+00 +8.998158727e-01 -2.661448138e+00 -5.646972222e-29 -4.174830880e-01 -1.473856577e-28 -2.472090886e+00 -5.646972222e-29 -1.469948075e-04 -1.473856577e-28 
+0.000000000e+00 +1.041363837e+00 -2.716742664e+00 +8.869356230e-31 -4.795673643e-01 -8.880042992e-28 -2.463929455e+00 +8.869356230e-31 -3.033934839e-04 -8.880042992e-28 
+0.000000000e+00 +1.194206353e+00 -2.784862149e+00 +4.140956456e-30 -5.441558845e-01 +1.531522846e-27 -2.453876517e+00 +4.140956456e-30 -5.052224680e-04 +1.531522846e-27 
+0.000000000e+00 +1.358841574e+00 -2.867457590e+00 +1.208083486e-29 -6.101535110e-01 -6.520870612e-28 -2.441554801e+00 +1.208083486e-29 -7.440162675e-04 -6.520870612e-28 
+0.000000000e+00 +1.535772976e+00 -2.966054662e+00 -2.956896233e-29 -6.760693075e-01 -1.495512482e-28 -2.426519142e+00 -2.956896233e-29 -9.953262422e-04 -1.495512482e-28 
+0.000000000e+00 +1.725509241e+00 -3.081917082e+00 -9.180168153e-29 -7.400280096e-01 +6.920902413e-28 -2.408248508e+00 -9.180168153e-29 -1.212507065e-03 +6.920902413e-28 
+0.000000000e+00 +1.928564156e+00 -3.215893234e+00 +2.547011554e-30 -7.998710711e-01 -2.453446755e-27 -2.386140144e+00 +2.547011554e-30 -1.323979717e-03 -2.453446755e-27 
+0.000000000e+00 +2.145456513e+00 -3.368271117e+00 +7.857204047e-28 -8.533762727e-01 +1.840909046e-28 -2.359507600e+00 +7.857204047e-28 -1.238856607e-03 +1.840909046e-28 
+0.000000000e+00 +2.376710014e+00 -3.538679471e+00 -8.714475324e-29 -8.985937148e-01 +3.948038010e-28 -2.327584600e+00 -8.714475324e-29 -8.648405190e-04 +3.948038010e-28 
