+0.000000000000000e+00 +0.000000000000000e+00 +1.240278152060243e-21 -3.054074950816723e-21 +0.000000000000000e+00 +0.000000000000000e+00 -5.002032354084806e-01 -2.862104829762558e-01 +1.660762085434695e-23 -2.992236838694041e-24 -1.100068904794020e+01 +0.000000000000000e+00 -1.762612234986193e-21 +0.000000000000000e+00 -1.100068904794020e+01 +0.000000000000000e+00 -1.762612234986130e-21 +0.000000000000000e+00 
+0.000000000000000e+00 +7.166590678747280e-02 -2.966473086948874e-02 +5.363116844145892e-02 -5.683029896678176e-21 -6.166581483069184e-22 -3.956205391572460e-01 -2.490892798079445e-01 -2.225192449185872e-23 +1.145081174345932e-22 -1.098814931709693e+01 -1.810208193200916e-23 -6.185208419131886e-02 +0.000000000000000e+00 -1.098579745262774e+01 -1.810208193200916e-23 +3.346833309932969e-03 +0.000000000000000e+00 
+0.000000000000000e+00 +1.445547449554434e-01 -1.125881567372127e-01 +2.058808592725842e-01 +4.255995986448928e-25 -1.132917326739181e-24 -2.240076703679263e-01 -2.798608902673942e-01 -1.625940948733135e-22 -2.076408970284942e-21 -1.095894272109037e+01 -2.241036278775608e-27 -1.220546789523375e-01 +4.188589510797782e-30 -1.094950120082433e+01 -2.241036278775608e-27 +6.821669178652068e-03 +4.188589510797782e-30 
+0.000000000000000e+00 +2.187074738287587e-01 -2.440533171041421e-01 +4.397961203847776e-01 +2.049311883393585e-25 +2.044411251146973e-24 -1.507739842274120e-02 -3.852333227893973e-01 -1.971932986098078e-21 -1.715471938050151e-21 -1.091695385776314e+01 +3.587209064161359e-26 -1.804939560353706e-01 +4.330620106500539e-27 -1.089563796908443e+01 +3.587209064161359e-26 +1.043984710626270e-02 +4.330620106500539e-27 
+0.000000000000000e+00 +2.941670903086677e-01 -4.278097859276800e-01 +7.396715769156494e-01 -4.097506210922898e-24 +1.877303588790738e-24 +2.344504921065675e-01 -5.478541092573960e-01 +2.903136995898284e-22 -2.716330075974100e-22 -1.086554270880457e+01 -1.515033492224762e-25 -2.370509338262147e-01 +1.635159098341491e-24 -1.082752548901469e+01 -1.515033492224762e-25 +1.421675627852709e-02 +1.635159098341491e-24 
+0.000000000000000e+00 +3.709787632092524e-01 -6.735185751369986e-01 +1.091381332115030e+00 +1.142139406214388e-23 -1.458470115283261e-22 +5.353233775472008e-01 -7.409205918844559e-01 +1.986154927966926e-21 -1.800720362920296e-21 -1.080765621447649e+01 -1.353618818836031e-26 -2.916022146291797e-01 -5.371577745992490e-25 -1.074807285428496e+01 -1.353618818836031e-26 +1.816715910784178e-02 -5.371577745992490e-25 
+0.000000000000000e+00 +4.491899786165245e-01 -9.911377170513775e-01 +1.481889522350348e+00 -3.325830418526984e-24 -1.300264292457528e-22 +8.966481500476665e-01 -9.413921214038126e-01 -2.566455996411225e-21 -1.523544541961574e-21 -1.074587842061096e+01 -1.197468702024006e-26 -3.440209526997826e-01 -2.348011559507546e-26 -1.065983600072932e+01 -1.197468702024006e-26 +2.230820583965065e-02 -2.348011559507546e-26 
+0.000000000000000e+00 +5.288506973512274e-01 -1.385382780006630e+00 +1.899072255677631e+00 -1.651467764945909e-24 +8.365237397728947e-24 +1.322609887750034e+00 -1.134873408576833e+00 -2.641002494734468e-21 -6.264525618094003e-23 -1.068246245152790e+01 +5.257498958426675e-26 -3.941780964157400e-01 +1.613902704262610e-26 -1.056504653756119e+01 +5.257498958426675e-26 +2.665709760996049e-02 +1.613902704262610e-26 
+0.000000000000000e+00 +6.100135257395048e-01 -1.851758747685226e+00 +2.331661095193961e+00 +9.715878424743267e-24 +1.018296087728811e-23 +1.810882443387255e+00 -1.316056330020960e+00 -5.941490418505255e-22 +7.049771974783527e-22 -1.061935670934919e+01 -6.144955109959369e-26 -4.419439031497583e-01 -1.434615293650004e-26 -1.046563851152409e+01 -6.144955109959369e-26 +3.123086766397803e-02 -1.434615293650004e-26 
+0.000000000000000e+00 +6.927339010346445e-01 -2.374681307826734e+00 +2.768957407855029e+00 +2.273113112595139e-24 -3.410649900790974e-24 +2.351817785108391e+00 -1.486850593488067e+00 -5.417312170165189e-22 +2.670778467342512e-21 -1.055822866881768e+01 +5.410461634751859e-24 -4.871897191822585e-01 +1.637716556042236e-25 -1.036327598171043e+01 +5.410461634751859e-24 +3.604878413102397e-02 +1.637716556042236e-25 
